applicant_id,age,employment_type,income_monthly,existing_emi,cibil_score,credit_utilization_pct,recent_dpd_30,inquiries_6m,active_trades,vintage_months,employment_stability_m,secured_mix_ratio,foir_now,pd_12m,default_12m
APL300784,27,Salaried,27084.43,0.0,583,108.9,0,1,9,84,10,0.055,0.0,0.65,0
APL300785,25,Salaried,44628.75,9722.67,754,66.8,0,0,3,90,0,0.128,21.8,0.5575,1
APL300786,40,Salaried,87097.39,21272.53,681,76.4,0,1,4,71,34,0.154,24.4,0.65,0
APL300787,42,Self-Employed,17756.65,0.0,788,87.0,0,0,6,91,29,0.387,0.0,0.482,0
APL300788,29,Self-Employed,29792.71,0.0,691,88.7,0,1,7,52,0,0.077,0.0,0.65,1
APL300789,29,Salaried,22106.04,3767.37,833,102.4,0,1,2,48,8,0.851,17.0,0.4901,0
APL300790,29,Salaried,46704.53,3165.16,736,94.4,0,1,4,98,19,0.497,6.8,0.5885,1
APL300791,38,Gig/Freelance,26195.51,0.0,756,86.0,0,1,2,82,19,0.327,0.0,0.5734,1
APL300792,35,Salaried,36213.02,6744.12,778,84.8,0,3,6,102,4,0.498,18.6,0.5618,0
APL300793,29,Salaried,34887.63,7626.21,844,71.9,0,1,8,68,14,0.738,21.9,0.3793,1
APL300794,21,Self-Employed,31996.75,0.0,854,60.6,0,0,4,119,13,0.334,0.0,0.3013,0
APL300795,31,Self-Employed,122264.23,19735.41,733,112.5,0,1,1,71,0,0.283,16.1,0.65,0
APL300796,33,Student/Intern,32874.14,10403.85,629,80.9,0,2,4,51,10,0.195,31.6,0.65,0
APL300797,39,Salaried,12000.0,1164.51,594,80.9,0,1,3,51,41,0.137,9.7,0.65,1
APL300798,26,Salaried,12000.0,0.0,662,76.2,0,3,4,44,3,0.187,0.0,0.65,1
APL300799,28,Self-Employed,16055.47,0.0,795,48.6,0,1,7,68,10,0.337,0.0,0.4235,0
APL300800,44,Salaried,23492.66,0.0,788,80.4,0,3,2,87,34,0.276,0.0,0.5324,0
APL300801,37,Salaried,34513.26,0.0,709,73.4,0,1,8,47,28,0.252,0.0,0.6137,1
APL300802,42,Salaried,47829.41,9571.66,624,112.1,0,2,5,53,10,0.052,20.0,0.65,0
APL300803,22,Salaried,31262.25,6454.3,651,87.9,0,3,10,18,14,0.0,20.6,0.65,0
APL300804,35,Salaried,14975.76,4263.76,803,103.5,0,0,8,67,7,0.344,28.5,0.5533,1
APL300805,32,Salaried,15723.17,0.0,532,106.4,0,3,5,36,14,0.0,0.0,0.65,0
APL300806,23,Self-Employed,81514.1,0.0,799,66.1,0,0,2,90,0,0.244,0.0,0.3811,0
APL300807,46,Salaried,17129.93,0.0,638,87.8,0,2,7,93,15,0.035,0.0,0.65,1
APL300808,44,Salaried,23492.66,0.0,788,80.4,0,3,2,87,34,0.276,0.0,0.5324,0
APL300809,37,Student/Intern,19861.15,2597.57,781,70.4,0,1,7,63,17,0.381,13.1,0.5041,0
APL300810,40,Self-Employed,34306.59,0.0,688,74.7,0,0,4,93,21,0.249,0.0,0.6233,1
APL300811,32,Self-Employed,12000.0,7805.14,661,79.7,0,2,8,6,0,0.228,65.0,0.65,0
APL300812,48,Salaried,15434.15,0.0,731,71.7,0,4,4,67,66,0.272,0.0,0.6124,1
APL300813,35,Salaried,31724.81,0.0,749,68.2,0,3,7,83,12,0.525,0.0,0.5446,0
APL300814,40,Salaried,23328.95,4263.68,644,97.8,1,2,4,26,46,0.22,18.3,0.65,1
APL300815,21,Salaried,29508.75,0.0,637,93.5,0,1,8,73,7,0.099,0.0,0.65,1
APL300816,22,Salaried,47605.97,4845.78,808,74.4,0,0,8,80,0,0.331,10.2,0.4343,1
APL300817,42,Salaried,44270.52,7510.98,793,78.3,0,0,2,75,33,0.422,17.0,0.4733,1
APL300818,32,Gig/Freelance,29629.34,0.0,692,102.4,0,1,5,30,11,0.204,0.0,0.65,1
APL300819,37,Gig/Freelance,44028.62,13321.02,744,75.8,0,0,6,74,15,0.163,30.3,0.5993,1
APL300820,36,Gig/Freelance,76530.44,17031.19,566,91.1,0,1,5,26,22,0.0,22.3,0.65,1
APL300821,32,Salaried,15157.83,0.0,693,89.1,0,1,6,48,34,0.319,0.0,0.65,0
APL300822,48,Salaried,15434.15,0.0,731,71.7,0,4,4,67,66,0.272,0.0,0.6124,1
APL300823,39,Gig/Freelance,41684.99,0.0,722,56.0,0,2,6,70,28,0.098,0.0,0.5578,0
APL300824,32,Self-Employed,22271.07,7359.08,777,62.0,0,1,10,66,13,0.405,33.0,0.5106,0
APL300825,28,Self-Employed,110982.9,20001.9,695,84.6,0,0,4,53,6,0.366,18.0,0.65,0
APL300826,35,Salaried,17878.37,0.0,758,100.5,0,1,5,76,21,0.4,0.0,0.5969,1
APL300827,38,Salaried,32592.25,4482.24,770,86.2,0,1,7,59,11,0.359,13.8,0.5641,1
APL300828,30,Salaried,28009.65,9478.96,832,35.7,0,1,7,76,16,0.758,33.8,0.3259,0
APL300829,35,Salaried,29230.2,0.0,738,59.8,0,1,4,82,25,0.322,0.0,0.522,0
APL300830,23,Gig/Freelance,58364.5,0.0,691,83.1,0,3,6,30,0,0.131,0.0,0.65,1
APL300831,36,Salaried,21853.27,0.0,789,77.0,0,2,6,79,18,0.446,0.0,0.495,0
APL300832,27,Salaried,20139.1,11196.85,672,96.7,0,2,4,36,9,0.101,55.6,0.65,0
APL300833,27,Salaried,81869.25,14137.57,784,68.9,0,2,6,97,0,0.437,17.3,0.4843,0
APL300834,40,Salaried,15095.44,0.0,634,70.1,0,1,9,44,24,0.21,0.0,0.65,0
APL300835,31,Gig/Freelance,35398.24,0.0,773,64.9,0,1,9,39,0,0.325,0.0,0.5009,0
APL300836,36,Self-Employed,34269.22,0.0,744,63.3,0,2,7,112,0,0.125,0.0,0.5449,0
APL300837,24,Salaried,25909.69,3562.85,769,83.3,0,0,8,76,3,0.11,13.8,0.5611,1
APL300838,28,Salaried,43566.76,11363.76,789,95.6,0,0,7,40,27,0.573,26.1,0.5393,0
APL300839,37,Salaried,22397.08,3389.37,776,71.9,0,4,7,58,28,0.527,15.1,0.553,1
APL300840,28,Salaried,35591.92,0.0,746,76.9,0,1,2,76,33,0.548,0.0,0.5329,0
APL300841,33,Salaried,47614.75,8742.01,741,47.5,0,0,6,48,33,0.334,18.4,0.4944,0
APL300842,44,Student/Intern,26960.37,3438.19,623,84.2,0,2,3,84,0,0.275,12.8,0.65,1
APL300843,36,Salaried,12148.98,0.0,840,58.5,0,1,1,109,27,0.531,0.0,0.3507,0
APL300844,38,Salaried,18311.97,3280.56,649,84.0,0,0,2,67,15,0.0,17.9,0.65,0
APL300845,28,Salaried,35591.92,0.0,746,76.9,0,1,2,76,33,0.548,0.0,0.5329,0
APL300846,28,Student/Intern,64851.1,4136.27,827,74.9,1,1,4,86,11,0.423,6.4,0.5435,0
APL300847,39,Self-Employed,15193.61,733.49,786,71.2,0,3,7,68,29,0.454,4.8,0.5119,1
APL300848,53,Self-Employed,20285.12,9265.38,583,107.7,0,1,4,40,63,0.111,45.7,0.65,1
APL300849,35,Salaried,37146.46,4454.26,762,69.9,0,2,3,46,8,0.193,12.0,0.5799,0
APL300850,30,Salaried,22567.83,888.41,700,58.8,0,2,8,78,29,0.299,3.9,0.6102,1
APL300851,44,Salaried,23492.66,0.0,788,80.4,0,3,2,87,34,0.276,0.0,0.5324,0
APL300852,24,Gig/Freelance,45833.62,4860.54,630,109.8,0,2,4,41,1,0.0,10.6,0.65,0
APL300853,31,Self-Employed,85744.31,17543.98,673,100.2,0,0,4,63,16,0.147,20.5,0.65,0
APL300854,24,Self-Employed,35051.91,5220.16,786,66.6,0,1,5,77,0,0.589,14.9,0.4701,0
APL300855,32,Salaried,20949.97,7213.9,680,63.5,0,2,5,59,18,0.241,34.4,0.65,1
APL300856,33,Salaried,145588.43,20276.75,721,95.7,0,3,7,17,10,0.291,13.9,0.65,1
APL300857,36,Salaried,24833.35,8792.46,786,105.7,0,2,8,83,29,0.507,35.4,0.5962,0
APL300858,27,Salaried,14750.32,0.0,619,115.0,0,0,7,23,3,0.011,0.0,0.65,0
APL300859,35,Gig/Freelance,18842.84,855.68,662,70.7,0,0,3,31,14,0.236,4.5,0.65,1
APL300860,34,Self-Employed,36134.41,0.0,762,87.1,0,0,3,92,18,0.761,0.0,0.4945,0
APL300861,32,Salaried,70662.13,12121.38,772,83.2,0,4,5,77,32,0.646,17.2,0.5502,0
APL300862,34,Salaried,57250.44,10845.08,612,67.8,0,1,4,57,15,0.195,18.9,0.65,0
APL300863,33,Salaried,51499.82,7847.14,777,58.6,0,2,3,92,12,0.378,15.2,0.4853,1
APL300864,37,Salaried,29316.48,0.0,648,97.1,1,0,2,87,38,0.226,0.0,0.65,1
APL300865,25,Student/Intern,21017.76,8750.44,639,57.6,0,0,4,79,8,0.053,41.6,0.65,0
APL300866,31,Gig/Freelance,35398.24,0.0,773,64.9,0,1,9,39,0,0.325,0.0,0.5009,0
APL300867,26,Self-Employed,24254.6,5558.6,733,70.5,0,0,2,83,0,0.403,22.9,0.5951,1
APL300868,39,Student/Intern,12770.72,5974.16,781,91.6,0,2,5,56,21,0.246,46.8,0.6092,0
APL300869,32,Salaried,14524.18,4391.53,683,90.5,0,0,5,44,10,0.158,30.2,0.65,1
APL300870,26,Self-Employed,14254.56,0.0,694,89.3,0,1,7,89,19,0.345,0.0,0.65,0
APL300871,30,Salaried,26321.59,0.0,721,85.1,0,2,6,67,8,0.49,0.0,0.6354,1
APL300872,29,Salaried,28036.43,7250.61,714,91.0,0,2,2,39,32,0.443,25.9,0.65,1
APL300873,36,Salaried,18704.2,0.0,773,81.2,0,1,2,108,29,0.384,0.0,0.5168,1
APL300874,41,Salaried,34164.27,9217.56,807,65.2,0,0,6,84,24,0.54,27.0,0.4164,0
APL300875,31,Salaried,41417.35,12439.75,698,91.7,0,1,7,84,24,0.188,30.0,0.65,0
APL300876,26,Salaried,24080.93,0.0,794,72.7,0,1,3,56,6,0.525,0.0,0.4798,0
APL300877,30,Salaried,21009.06,11142.09,738,77.8,0,2,5,80,8,0.44,53.0,0.6461,0
APL300878,33,Salaried,74170.7,16349.99,730,70.3,1,1,4,74,19,0.303,22.0,0.65,0
APL300879,30,Salaried,27562.23,8350.09,730,127.3,0,1,8,94,8,0.378,30.3,0.65,1
APL300880,26,Salaried,22590.35,0.0,676,90.0,0,1,5,68,0,0.142,0.0,0.65,1
APL300881,31,Salaried,63585.49,0.0,768,55.9,0,3,5,102,19,0.325,0.0,0.4414,1
APL300882,41,Self-Employed,20540.91,2576.45,689,89.6,0,0,4,22,19,0.152,12.5,0.65,1
APL300883,28,Gig/Freelance,33810.65,0.0,672,117.0,0,1,6,19,4,0.28,0.0,0.65,1
APL300884,30,Salaried,28009.65,9478.96,832,35.7,0,1,7,76,16,0.758,33.8,0.3259,0
APL300885,42,Salaried,44270.52,7510.98,793,78.3,0,0,2,75,33,0.422,17.0,0.4733,1
APL300886,35,Salaried,31724.81,0.0,749,68.2,0,3,7,83,12,0.525,0.0,0.5446,0
APL300887,28,Student/Intern,51606.07,8888.28,773,44.5,0,2,4,67,0,0.361,17.2,0.4799,1
APL300888,42,Salaried,31986.26,4608.3,782,93.8,0,0,7,90,13,0.284,14.4,0.535,0
APL300889,31,Self-Employed,122264.23,19735.41,733,112.5,0,1,1,71,0,0.283,16.1,0.65,0
APL300890,45,Student/Intern,47732.01,1772.2,703,82.9,0,3,5,26,3,0.255,3.7,0.65,1
APL300891,21,Self-Employed,19295.93,0.0,714,58.0,0,1,2,27,15,0.126,0.0,0.6287,1
APL300892,30,Salaried,79735.29,19301.61,724,118.3,0,3,5,88,14,0.144,24.2,0.65,0
APL300893,37,Salaried,14880.7,0.0,689,73.0,0,2,8,104,34,0.212,0.0,0.65,0
APL300894,28,Salaried,23123.64,8751.63,717,83.9,0,5,5,83,0,0.421,37.8,0.65,0
APL300895,46,Self-Employed,32734.6,6683.61,830,90.0,0,1,5,81,31,0.693,20.4,0.4293,1
APL300896,26,Self-Employed,60978.53,14676.07,749,94.0,0,0,2,45,3,0.285,24.1,0.6477,0
APL300897,33,Salaried,24705.12,0.0,741,67.0,0,2,3,90,17,0.304,0.0,0.5659,1
APL300898,26,Salaried,42064.17,15473.18,588,72.0,0,5,5,64,0,0.108,36.8,0.65,0
APL300899,29,Salaried,12000.0,2586.88,695,68.9,0,2,6,35,34,0.177,21.6,0.65,0
APL300900,34,Self-Employed,18550.7,6725.38,748,57.9,0,1,5,51,17,0.401,36.3,0.5571,0
APL300901,39,Salaried,47474.59,0.0,775,80.0,0,3,3,74,27,0.383,0.0,0.5229,1
APL300902,25,Salaried,41992.14,11345.04,655,75.2,0,0,3,51,14,0.14,27.0,0.65,1
APL300903,36,Salaried,55489.64,4676.23,636,106.3,0,1,2,67,52,0.167,8.4,0.65,0
APL300904,35,Self-Employed,29821.92,4827.42,708,87.2,1,3,1,11,32,0.339,16.2,0.65,0
APL300905,33,Self-Employed,89988.12,20925.76,783,51.5,0,2,4,84,28,0.454,23.3,0.4557,1
APL300906,34,Salaried,12049.88,5073.2,591,77.8,0,2,2,54,20,0.142,42.1,0.65,1
APL300907,34,Salaried,23540.54,0.0,683,66.6,0,2,4,73,4,0.426,0.0,0.65,0
APL300908,30,Self-Employed,19620.48,0.0,786,85.1,0,1,6,85,0,0.465,0.0,0.5148,1
APL300909,22,Salaried,43110.57,8062.33,696,110.3,0,4,2,40,13,0.302,18.7,0.65,1
APL300910,26,Salaried,84601.27,0.0,620,65.2,0,3,4,47,0,0.0,0.0,0.65,1
APL300911,25,Self-Employed,20677.48,8338.16,621,89.2,0,6,8,62,0,0.137,40.3,0.65,1
APL300912,35,Salaried,49613.18,4184.66,688,77.4,0,1,2,71,8,0.055,8.4,0.65,1
APL300913,29,Gig/Freelance,38051.56,0.0,705,106.4,0,2,2,87,7,0.42,0.0,0.65,1
APL300914,38,Gig/Freelance,74796.37,0.0,786,82.0,0,1,8,82,10,0.524,0.0,0.4282,0
APL300915,47,Salaried,43502.33,9490.57,823,81.3,0,1,4,101,26,0.463,21.8,0.4362,0
APL300916,37,Self-Employed,63992.5,0.0,836,72.8,0,0,5,93,14,0.747,0.0,0.2998,0
APL300917,31,Self-Employed,37779.81,6791.42,763,92.4,0,0,4,66,1,0.294,18.0,0.5926,1
APL300918,48,Salaried,15434.15,0.0,731,71.7,0,4,4,67,66,0.272,0.0,0.6124,1
APL300919,33,Gig/Freelance,40347.7,0.0,692,83.7,0,1,5,62,14,0.25,0.0,0.65,1
APL300920,26,Gig/Freelance,12000.0,2679.78,630,77.5,0,1,7,39,3,0.036,22.3,0.65,1
APL300921,33,Salaried,60873.7,0.0,773,92.8,0,2,3,51,18,0.386,0.0,0.5421,1
APL300922,25,Salaried,16318.56,0.0,605,115.8,0,1,7,42,11,0.053,0.0,0.65,0
APL300923,39,Gig/Freelance,55321.91,9118.08,776,92.3,0,0,3,79,22,0.204,16.5,0.5497,0
APL300924,22,Salaried,20975.39,6515.35,668,80.2,0,3,7,44,4,0.187,31.1,0.65,0
APL300925,22,Salaried,55827.52,0.0,792,73.4,0,4,3,70,2,0.699,0.0,0.4808,1
APL300926,34,Self-Employed,36134.41,0.0,762,87.1,0,0,3,92,18,0.761,0.0,0.4945,0
APL300927,42,Salaried,35662.63,8968.33,749,85.3,0,1,4,81,13,0.251,25.1,0.616,0
APL300928,35,Salaried,44034.38,10816.18,753,92.3,0,0,1,98,25,0.329,24.6,0.6002,0
APL300929,40,Salaried,34381.94,0.0,742,79.5,0,4,5,97,30,0.56,0.0,0.5757,1
APL300930,30,Salaried,25304.07,7966.1,810,112.6,0,0,4,65,8,0.396,31.5,0.5705,1
APL300931,29,Self-Employed,19162.39,0.0,620,60.0,0,1,4,29,25,0.246,0.0,0.65,1
APL300932,21,Self-Employed,17289.35,1855.38,595,81.0,0,2,2,27,24,0.077,10.7,0.65,1
APL300933,37,Salaried,29316.48,0.0,648,97.1,1,0,2,87,38,0.226,0.0,0.65,1
APL300934,34,Salaried,26387.59,0.0,701,103.3,0,0,3,23,0,0.246,0.0,0.65,0
APL300935,38,Self-Employed,24759.79,3141.75,642,93.1,0,2,5,63,25,0.237,12.7,0.65,0
APL300936,29,Student/Intern,19851.53,510.44,724,82.9,0,1,4,76,2,0.16,2.6,0.6466,0
APL300937,26,Gig/Freelance,12000.0,2679.78,630,77.5,0,1,7,39,3,0.036,22.3,0.65,1
APL300938,31,Salaried,20289.63,5734.06,710,97.5,1,3,5,34,5,0.401,28.3,0.65,0
APL300939,27,Salaried,19313.08,0.0,604,88.1,0,0,2,2,22,0.037,0.0,0.65,1
APL300940,35,Gig/Freelance,17948.79,5270.09,748,80.9,0,3,9,68,19,0.364,29.4,0.6328,1
APL300941,31,Self-Employed,28121.69,4576.53,723,85.0,1,1,4,33,26,0.376,16.3,0.65,1
APL300942,43,Salaried,53279.75,12249.57,802,73.5,0,0,5,99,43,0.554,23.0,0.4144,0
APL300943,29,Self-Employed,15752.47,0.0,774,78.8,0,0,6,56,20,0.43,0.0,0.5096,1
APL300944,38,Salaried,33163.2,9059.07,625,84.9,0,1,5,22,26,0.0,27.3,0.65,1
APL300945,30,Self-Employed,17709.88,0.0,599,86.1,0,2,8,61,3,0.162,0.0,0.65,1
APL300946,46,Salaried,31242.34,7192.5,722,93.6,0,1,2,90,22,0.4,23.0,0.65,1
APL300947,31,Gig/Freelance,38555.02,9773.84,702,89.4,0,1,5,70,13,0.336,25.4,0.65,1
APL300948,29,Salaried,46536.07,8612.83,692,97.5,0,1,7,61,4,0.0,18.5,0.65,0
APL300949,46,Salaried,29672.44,0.0,583,80.9,0,5,3,51,38,0.179,0.0,0.65,1
APL300950,32,Salaried,14524.18,4391.53,683,90.5,0,0,5,44,10,0.158,30.2,0.65,1
APL300951,30,Gig/Freelance,48486.17,8344.52,728,85.3,0,2,3,60,2,0.376,17.2,0.65,0
APL300952,31,Self-Employed,22418.96,4222.24,641,98.7,0,3,3,45,10,0.294,18.8,0.65,1
APL300953,27,Salaried,17511.74,0.0,782,82.1,0,0,7,60,20,0.292,0.0,0.51,0
APL300954,40,Salaried,78221.76,8190.99,690,80.5,0,3,5,83,26,0.158,10.5,0.65,1
APL300955,28,Salaried,28039.87,4350.18,720,64.7,0,2,5,88,13,0.299,15.5,0.6076,1
APL300956,33,Salaried,53042.89,9724.3,553,71.6,0,3,2,25,37,0.0,18.3,0.65,1
APL300957,27,Self-Employed,25296.97,2843.37,704,98.8,0,1,3,83,0,0.034,11.2,0.65,0
APL300958,28,Self-Employed,16055.47,0.0,795,48.6,0,1,7,68,10,0.337,0.0,0.4235,0
APL300959,22,Salaried,24286.08,0.0,679,54.3,0,5,7,16,16,0.203,0.0,0.65,1
APL300960,40,Self-Employed,13428.06,0.0,609,89.1,0,3,8,60,40,0.187,0.0,0.65,0
APL300961,21,Salaried,22904.68,0.0,621,36.9,0,0,4,42,21,0.178,0.0,0.65,0
APL300962,29,Self-Employed,64703.4,8458.88,685,71.1,0,0,7,49,13,0.103,13.1,0.65,1
APL300963,40,Salaried,52087.12,0.0,770,53.9,0,1,3,69,34,0.544,0.0,0.4118,0
APL300964,39,Salaried,44365.33,12178.83,790,75.2,0,1,5,64,39,0.569,27.5,0.4865,1
APL300965,46,Self-Employed,32734.6,6683.61,830,90.0,0,1,5,81,31,0.693,20.4,0.4293,1
APL300966,31,Salaried,37831.38,9576.25,619,79.4,0,1,4,35,11,0.128,25.3,0.65,0
APL300967,36,Salaried,41708.65,16010.89,590,120.2,0,4,6,40,39,0.0,38.4,0.65,0
APL300968,29,Student/Intern,32989.39,0.0,652,79.1,0,2,7,58,7,0.0,0.0,0.65,0
APL300969,35,Salaried,40253.09,0.0,639,87.5,0,3,4,49,18,0.377,0.0,0.65,0
APL300970,34,Salaried,20623.88,0.0,728,74.3,0,1,8,80,34,0.463,0.0,0.5649,0
APL300971,28,Salaried,17107.32,0.0,644,105.0,0,2,4,1,19,0.0,0.0,0.65,1
APL300972,36,Student/Intern,29863.02,3004.51,692,110.7,1,0,5,54,10,0.27,10.1,0.65,0
APL300973,33,Self-Employed,48951.21,16527.98,658,78.5,0,3,6,114,0,0.0,33.8,0.65,0
APL300974,39,Salaried,35590.32,12447.31,679,80.5,0,4,5,35,37,0.398,35.0,0.65,1
APL300975,28,Salaried,12000.0,6874.08,699,68.7,0,1,7,78,2,0.308,57.3,0.65,0
APL300976,37,Self-Employed,63992.5,0.0,836,72.8,0,0,5,93,14,0.747,0.0,0.2998,0
APL300977,33,Salaried,24705.12,0.0,741,67.0,0,2,3,90,17,0.304,0.0,0.5659,1
APL300978,32,Salaried,12029.28,0.0,695,86.5,0,0,6,44,15,0.204,0.0,0.65,1
APL300979,21,Self-Employed,12000.0,2071.09,676,97.4,0,2,7,65,3,0.126,17.3,0.65,1
APL300980,37,Salaried,14880.7,0.0,689,73.0,0,2,8,104,34,0.212,0.0,0.65,0
APL300981,50,Salaried,24592.32,4250.64,737,78.3,0,1,5,83,41,0.471,17.3,0.568,0
APL300982,33,Salaried,33070.73,2771.96,734,78.2,0,1,3,52,0,0.344,8.4,0.6189,1
APL300983,31,Self-Employed,122264.23,19735.41,733,112.5,0,1,1,71,0,0.283,16.1,0.65,0
APL300984,36,Student/Intern,29863.02,3004.51,692,110.7,1,0,5,54,10,0.27,10.1,0.65,0
APL300985,38,Salaried,18311.97,3280.56,649,84.0,0,0,2,67,15,0.0,17.9,0.65,0
APL300986,31,Salaried,93915.02,15727.45,748,97.7,0,1,8,46,18,0.139,16.7,0.6263,0
APL300987,26,Gig/Freelance,45321.24,11124.44,683,84.5,0,1,2,20,1,0.323,24.5,0.65,1
APL300988,29,Salaried,57106.11,5891.66,761,72.0,0,1,6,71,14,0.315,10.3,0.5162,1
APL300989,24,Self-Employed,24794.51,2048.75,784,48.8,0,1,2,73,15,0.323,8.3,0.4519,0
APL300990,37,Salaried,49442.36,0.0,742,79.3,0,2,5,104,19,0.417,0.0,0.5374,0
APL300991,34,Gig/Freelance,22036.87,12871.34,795,95.0,0,2,3,70,36,0.336,58.4,0.6014,1
APL300992,40,Salaried,12028.64,9223.62,798,52.0,0,1,6,81,19,0.66,76.7,0.4401,0
APL300993,29,Salaried,46704.53,3165.16,736,94.4,0,1,4,98,19,0.497,6.8,0.5885,1
APL300994,27,Self-Employed,42911.62,8986.87,729,82.1,0,1,6,58,19,0.44,20.9,0.6216,1
APL300995,43,Self-Employed,52135.27,12092.97,716,94.6,0,2,6,82,39,0.449,23.2,0.65,0
APL300996,34,Salaried,55038.11,0.0,665,83.9,1,1,2,40,22,0.381,0.0,0.65,1
APL300997,35,Salaried,40253.09,0.0,639,87.5,0,3,4,49,18,0.377,0.0,0.65,0
APL300998,47,Student/Intern,35224.93,0.0,699,77.6,0,1,3,69,23,0.215,0.0,0.6441,1
APL300999,29,Salaried,12000.0,2586.88,695,68.9,0,2,6,35,34,0.177,21.6,0.65,0
APL301000,30,Gig/Freelance,22372.53,0.0,784,98.0,0,2,4,46,2,0.492,0.0,0.5848,0
APL301001,39,Gig/Freelance,25594.01,3413.17,730,75.9,0,1,7,70,8,0.488,13.3,0.5979,0
APL301002,40,Self-Employed,48577.16,0.0,741,72.4,0,1,4,73,21,0.505,0.0,0.5179,0
APL301003,23,Salaried,80581.89,0.0,794,65.0,0,0,8,77,29,0.557,0.0,0.3383,0
APL301004,34,Student/Intern,32960.98,3244.89,827,39.9,0,3,7,94,4,0.576,9.8,0.3533,0
APL301005,39,Salaried,21957.03,6577.68,802,85.1,0,2,6,88,14,0.511,30.0,0.5189,0
APL301006,31,Salaried,20384.99,3035.67,712,65.1,0,4,6,59,10,0.461,14.9,0.65,1
APL301007,22,Salaried,45697.3,0.0,623,76.3,0,8,9,20,18,0.229,0.0,0.65,1
APL301008,25,Student/Intern,20774.69,4740.97,742,91.6,0,1,5,69,0,0.311,22.8,0.6456,1
APL301009,28,Salaried,26139.27,535.54,858,83.4,0,1,7,100,22,0.592,2.0,0.3503,0
APL301010,21,Salaried,48749.16,12571.23,773,80.5,0,2,7,64,1,0.268,25.8,0.5935,0
APL301011,28,Salaried,28705.78,0.0,671,90.4,0,3,6,47,4,0.169,0.0,0.65,1
APL301012,32,Salaried,50351.86,8896.11,725,100.0,0,1,3,56,28,0.322,17.7,0.65,1
APL301013,31,Salaried,47469.15,5709.88,731,96.2,0,2,7,82,0,0.464,12.0,0.6472,0
APL301014,31,Salaried,26184.46,9120.28,651,109.9,0,4,2,29,4,0.249,34.8,0.65,0
APL301015,25,Salaried,25859.35,5189.02,783,71.8,0,1,4,45,7,0.432,20.1,0.5272,0
APL301016,29,Salaried,12000.0,0.0,749,58.4,0,1,4,69,17,0.368,0.0,0.5299,0
APL301017,37,Salaried,40552.72,0.0,805,88.6,0,1,2,85,0,0.506,0.0,0.4761,1
APL301018,26,Self-Employed,14254.56,0.0,694,89.3,0,1,7,89,19,0.345,0.0,0.65,0
APL301019,26,Salaried,16218.83,0.0,603,69.2,0,3,6,70,4,0.0,0.0,0.65,0
APL301020,46,Self-Employed,19195.66,718.05,661,92.5,0,0,7,68,25,0.32,3.7,0.65,0
APL301021,28,Salaried,48584.54,3948.95,751,93.8,0,3,7,80,14,0.58,8.1,0.5985,0
APL301022,31,Self-Employed,122264.23,19735.41,733,112.5,0,1,1,71,0,0.283,16.1,0.65,0
APL301023,21,Salaried,17990.09,1112.4,794,50.8,0,2,3,108,0,0.383,6.2,0.4451,0
APL301024,38,Salaried,12718.49,9789.13,689,80.7,0,1,5,54,30,0.242,77.0,0.65,1
APL301025,34,Salaried,44425.4,6735.54,579,110.5,0,1,8,27,27,0.0,15.2,0.65,1
APL301026,34,Salaried,12077.88,2982.34,731,79.6,0,1,3,44,32,0.222,24.7,0.6424,1
APL301027,24,Salaried,52219.46,7733.81,618,133.4,0,0,6,34,16,0.0,14.8,0.65,0
APL301028,30,Self-Employed,43535.63,0.0,747,80.5,0,1,7,83,9,0.438,0.0,0.5379,1
APL301029,28,Self-Employed,30750.03,10050.04,722,115.5,0,2,6,61,19,0.225,32.7,0.65,1
APL301030,30,Salaried,12545.72,3385.65,720,82.4,0,1,6,70,5,0.191,27.0,0.65,1
APL301031,33,Student/Intern,22023.23,0.0,823,63.2,0,0,4,67,16,0.512,0.0,0.376,0
APL301032,24,Gig/Freelance,26782.43,0.0,619,49.6,0,3,6,21,0,0.101,0.0,0.65,1
APL301033,26,Salaried,16218.83,0.0,603,69.2,0,3,6,70,4,0.0,0.0,0.65,0
APL301034,25,Salaried,62316.82,0.0,625,101.1,0,2,2,39,2,0.242,0.0,0.65,0
APL301035,45,Salaried,12851.57,3435.16,793,92.9,0,3,4,79,38,0.173,26.7,0.5834,1
APL301036,39,Gig/Freelance,41684.99,0.0,722,56.0,0,2,6,70,28,0.098,0.0,0.5578,0
APL301037,22,Self-Employed,13721.06,1525.22,764,53.6,0,0,3,41,17,0.178,11.1,0.5129,0
APL301038,27,Salaried,30217.04,7740.17,820,42.0,0,3,8,103,5,0.695,25.6,0.3804,1
APL301039,23,Self-Employed,17861.85,6687.89,691,85.3,0,4,7,29,1,0.036,37.4,0.65,0
APL301040,38,Salaried,81993.86,21747.79,676,80.0,0,1,6,71,20,0.234,26.5,0.65,1
APL301041,33,Salaried,13192.83,2296.01,623,82.0,0,1,5,16,10,0.413,17.4,0.65,1
APL301042,34,Student/Intern,12000.0,0.0,900,85.1,0,1,2,88,8,0.773,0.0,0.318,0
APL301043,39,Salaried,35702.63,1011.27,725,105.6,0,0,2,77,13,0.265,2.8,0.65,1
APL301044,34,Salaried,25001.09,313.58,782,73.3,0,1,4,68,0,0.371,1.3,0.5077,1
APL301045,40,Salaried,12000.0,0.0,720,102.2,0,2,4,77,23,0.345,0.0,0.65,1
